Unnamed: 0,PERSON_ID,RANKINGS
20,rGWkEZGfflGr2Id-O3ACJw_0000,"[27, 21, 33, 36, 18, 23, 21, 22, 33, 30, 28, 31, 17, 16, 27, 36, 23, 29, 25, 23, 29, 22, 17, 28, 19, 23, 25, 15, 28, 14, 26, 15, 17, 27, 19, 28, 14, 22, 24, 23, 26, 27, 18, 20, 24, 20, 14, 24, 15, 24]"
21,hzVsIL-yFXFBsJ4IhDZWCg_0000,"[11, 8, 16, 8, 16, 11, 6, 5, 12, 10, 5, 10, 4, 4, 13, 12, 2, 10, 7, 15, 2, 18, 4, 15, 4, 3, 3, 5, 16, 3, 11, 3, 10, 5, 13, 18, 4, 7, 12, 12, 5, 21, 20, 3, 3, 11, 8, 22, 5, 17]"
22,FTiBC4ZpgLSEWBu3F-pMJg_0000,"[10, 19, 5, 4, 11, 7, 24, 8, 13, 8, 18, 11, 10, 10, 23, 21, 10, 6, 27, 16, 5, 3, 8, 5, 18, 12, 5, 4, 6, 2, 2, 6, 7, 14, 2, 3, 3, 13, 5, 5, 4, 3, 2, 6, 2, 8, 7, 12, 4, 3]"
23,aKQDdnY7t0BPPqAhJRlMnQ_0000,"[44, 49, 45, 45, 46, 48, 45, 46, 44, 46, 46, 45, 46, 45, 45, 47, 45, 45, 45, 46, 47, 45, 46, 47, 44, 45, 48, 46, 45, 46, 45, 47, 46, 45, 45, 45, 47, 47, 47, 46, 46, 45, 46, 45, 47, 46, 45, 47, 48, 45]"
24,HWYUHvvZ7qDs5DsBMrGFDg_0000,"[7, 14, 13, 5, 12, 10, 10, 9, 9, 13, 13, 7, 14, 6, 18, 9, 18, 17, 15, 8, 19, 9, 6, 12, 16, 14, 13, 11, 2, 10, 10, 22, 8, 11, 14, 12, 13, 4, 7, 11, 16, 7, 8, 11, 9, 6, 17, 11, 22, 11]"
25,Jq9rYgWDQpr3KM6PgTcXEg_0000,"[41, 36, 38, 35, 39, 37, 37, 35, 37, 39, 39, 38, 39, 38, 40, 35, 40, 41, 44, 41, 39, 42, 40, 40, 41, 42, 41, 40, 36, 42, 31, 40, 39, 42, 40, 36, 39, 39, 38, 38, 35, 36, 38, 41, 39, 40, 41, 46, 41, 41]"
26,gEhYkZW7k2Z1kZT1PblXcg_0000,"[20, 30, 21, 25, 17, 21, 15, 29, 26, 34, 26, 21, 23, 22, 24, 20, 15, 14, 19, 14, 23, 13, 15, 9, 6, 13, 12, 25, 22, 11, 7, 10, 13, 17, 15, 10, 16, 10, 18, 27, 9, 16, 16, 19, 20, 22, 24, 10, 20, 14]"
27,P77Lw-UoFh91jOcUJPE5Ew_0000,"[16, 12, 10, 10, 20, 12, 12, 19, 15, 14, 14, 8, 12, 18, 11, 10, 17, 16, 18, 20, 16, 11, 9, 23, 11, 18, 22, 18, 25, 21, 24, 13, 27, 18, 22, 17, 18, 15, 26, 25, 14, 22, 10, 18, 25, 19, 21, 14, 12, 18]"
28,AX37xgAfy1R9OkHp8RJoHQ_0000,"[9, 9, 9, 21, 19, 14, 17, 23, 5, 11, 9, 18, 13, 9, 10, 3, 12, 13, 11, 4, 9, 10, 16, 10, 8, 5, 8, 17, 8, 19, 8, 12, 11, 9, 6, 7, 17, 9, 10, 7, 7, 5, 26, 17, 7, 9, 18, 9, 11, 7]"
29,8o3sgJnQixmXiiD4WKiDQQ_0000,"[12, 10, 15, 15, 14, 19, 13, 10, 29, 15, 11, 26, 16, 15, 9, 5, 9, 21, 6, 13, 13, 20, 13, 8, 15, 24, 29, 13, 23, 12, 9, 4, 3, 16, 17, 14, 8, 23, 23, 4, 12, 11, 25, 12, 21, 18, 13, 6, 8, 13]"
30,k1h-zExsPgtuhPVvOXoJ8A_0000,"[39, 41, 35, 40, 38, 36, 39, 36, 40, 37, 37, 37, 37, 39, 43, 38, 37, 37, 40, 32, 21, 37, 37, 37, 31, 33, 35, 30, 33, 30, 34, 37, 35, 30, 34, 35, 32, 27, 29, 43, 32, 33, 35, 28, 36, 32, 32, 35, 34, 38]"
31,ggGCIOnPc0q1ytreBGrkBg_0000,"[47, 45, 49, 48, 45, 45, 50, 44, 50, 45, 49, 50, 44, 46, 50, 40, 50, 50, 47, 45, 45, 50, 49, 50, 50, 50, 49, 45, 50, 45, 49, 50, 45, 49, 49, 48, 46, 45, 49, 47, 50, 49, 45, 49, 50, 49, 50, 44, 50, 49]"
32,8015mm1FYK9N1KuFpueqxQ_0000,"[37, 31, 37, 39, 37, 35, 34, 37, 39, 33, 31, 29, 34, 33, 28, 37, 39, 38, 38, 36, 36, 39, 41, 31, 35, 39, 37, 39, 32, 38, 40, 35, 40, 41, 36, 42, 41, 35, 37, 37, 39, 37, 42, 37, 38, 33, 39, 40, 33, 36]"
33,CieUq5V8bsgKvZycyPb6MQ_0000,"[36, 32, 31, 14, 34, 22, 35, 30, 30, 26, 25, 30, 31, 25, 29, 18, 25, 28, 29, 24, 22, 16, 30, 21, 25, 35, 30, 35, 20, 26, 23, 30, 30, 26, 35, 29, 29, 17, 30, 31, 33, 29, 31, 29, 22, 31, 27, 18, 24, 23]"
34,AcThPh0RBSfmACwxBASy1Q_0000,"[42, 44, 43, 41, 43, 41, 43, 41, 42, 40, 43, 44, 45, 42, 37, 43, 43, 44, 43, 43, 42, 43, 44, 43, 43, 44, 43, 44, 42, 35, 43, 44, 44, 43, 39, 44, 43, 44, 44, 44, 43, 38, 44, 44, 43, 42, 42, 43, 44, 43]"
35,PvM8viRifcR2JETHpBhEGg_0000,"[49, 50, 50, 50, 50, 50, 46, 49, 47, 50, 50, 49, 50, 50, 49, 46, 49, 49, 46, 50, 50, 48, 50, 49, 49, 49, 50, 50, 47, 50, 50, 48, 50, 50, 50, 49, 50, 50, 50, 50, 49, 50, 50, 48, 49, 48, 46, 49, 49, 50]"
36,WpNaWpxLXZHATu7SAcJHeg_0000,"[31, 34, 39, 33, 31, 33, 26, 14, 35, 32, 32, 28, 26, 24, 30, 30, 16, 35, 22, 27, 20, 34, 34, 30, 28, 32, 23, 28, 34, 27, 37, 20, 32, 34, 28, 30, 38, 28, 31, 33, 21, 32, 34, 35, 30, 27, 28, 28, 32, 30]"
37,6QTxxWOKfn36XQyQ7YNRKQ_0000,"[15, 13, 18, 18, 24, 15, 29, 31, 22, 20, 15, 16, 18, 13, 12, 33, 31, 24, 17, 22, 25, 12, 11, 22, 22, 29, 24, 26, 30, 23, 25, 21, 14, 22, 31, 32, 26, 21, 35, 24, 28, 30, 27, 34, 14, 17, 20, 23, 29, 19]"
38,OHgBvJ9Pvhigu8As1Ktcsw_0000,"[29, 17, 19, 19, 25, 16, 28, 32, 24, 27, 38, 22, 19, 35, 21, 27, 19, 19, 31, 30, 41, 27, 27, 27, 37, 31, 17, 23, 18, 33, 29, 26, 34, 28, 33, 23, 31, 29, 28, 26, 27, 28, 17, 30, 31, 34, 29, 33, 27, 28]"
39,1L7wyRwzg5Xi3jxf65qD7g_0000,"[19, 11, 11, 11, 15, 17, 16, 33, 20, 9, 17, 19, 30, 11, 17, 16, 14, 15, 16, 18, 11, 14, 19, 13, 20, 21, 14, 21, 11, 15, 16, 24, 15, 7, 10, 21, 12, 16, 16, 14, 10, 13, 22, 22, 8, 21, 23, 16, 9, 15]"
40,9y1paqmkfj8013oFrQvWag_0000,"[22, 22, 30, 23, 23, 18, 40, 38, 34, 28, 20, 27, 33, 36, 20, 17, 26, 20, 14, 42, 32, 38, 38, 41, 39, 16, 19, 10, 17, 34, 35, 27, 28, 31, 30, 39, 9, 32, 20, 16, 30, 17, 33, 26, 44, 43, 31, 31, 35, 26]"
41,Kdx5Zry8VO3jg-eWeeIsIA_0000,"[8, 4, 3, 9, 4, 6, 8, 2, 3, 5, 10, 2, 5, 8, 4, 4, 3, 3, 5, 5, 7, 4, 3, 7, 17, 2, 6, 6, 3, 5, 5, 7, 2, 4, 4, 5, 6, 5, 2, 3, 11, 2, 4, 2, 6, 7, 4, 3, 3, 2]"
42,tNhYTbyuO9wzgjqaEBFIVg_0000,"[14, 24, 6, 12, 10, 20, 11, 11, 18, 6, 12, 13, 6, 19, 5, 19, 13, 11, 9, 9, 14, 21, 12, 11, 14, 9, 11, 14, 10, 16, 14, 18, 12, 10, 8, 16, 24, 18, 14, 20, 18, 10, 7, 13, 12, 14, 9, 8, 16, 12]"
43,2mqRYyBx-39Lcb7cc7su8w_0000,"[38, 35, 41, 42, 41, 42, 42, 42, 45, 43, 41, 36, 41, 43, 38, 41, 38, 39, 36, 31, 37, 36, 39, 33, 34, 38, 36, 38, 39, 40, 41, 34, 33, 38, 41, 40, 40, 34, 39, 36, 38, 39, 41, 36, 37, 39, 43, 36, 31, 39]"
44,-Wx9Th9fBB9vM-i3A5CF6Q_0000,"[17, 40, 23, 26, 21, 30, 22, 39, 14, 22, 22, 9, 22, 31, 32, 29, 35, 25, 30, 21, 28, 29, 23, 25, 21, 19, 31, 20, 24, 24, 21, 36, 26, 21, 26, 22, 19, 25, 19, 17, 29, 15, 28, 21, 27, 28, 33, 21, 13, 21]"
45,JOwpiCx1IjHa826mXAsUzA_0000,"[30, 39, 20, 13, 13, 13, 33, 24, 16, 31, 16, 15, 20, 29, 19, 11, 22, 18, 20, 10, 18, 8, 22, 39, 32, 15, 21, 22, 27, 9, 18, 23, 29, 25, 29, 19, 27, 11, 13, 21, 15, 18, 13, 16, 16, 10, 19, 13, 39, 22]"
46,7VxXxU30dbw0jdW4N-S6Gg_0000,"[5, 7, 7, 6, 5, 5, 7, 12, 8, 4, 6, 4, 15, 7, 7, 6, 8, 9, 13, 7, 12, 15, 14, 17, 10, 22, 10, 16, 7, 13, 12, 11, 6, 13, 9, 11, 5, 12, 9, 13, 17, 12, 11, 8, 18, 12, 15, 17, 7, 8]"
47,BVgCw8FDnuRQkQaqh0lynQ_0000,"[13, 6, 12, 7, 6, 8, 9, 6, 17, 7, 8, 6, 7, 21, 8, 8, 4, 8, 10, 12, 6, 17, 10, 6, 9, 8, 9, 9, 9, 18, 3, 14, 16, 8, 11, 9, 10, 6, 11, 15, 13, 8, 3, 5, 11, 15, 16, 7, 18, 10]"
48,7hcdgLKIMzc6ERib-2fWvw_0000,"[6, 3, 8, 16, 7, 3, 4, 15, 7, 12, 7, 3, 8, 5, 6, 7, 6, 7, 4, 6, 8, 5, 5, 4, 5, 6, 4, 7, 5, 6, 4, 8, 5, 6, 7, 4, 7, 8, 3, 6, 6, 9, 5, 14, 5, 3, 11, 4, 19, 5]"
49,waGfXqGbBkel-AJStcowRg_0000,"[45, 43, 42, 44, 42, 44, 41, 45, 41, 42, 44, 41, 43, 44, 44, 45, 41, 43, 42, 37, 44, 47, 42, 42, 45, 37, 45, 41, 41, 41, 36, 43, 42, 35, 44, 41, 44, 41, 43, 42, 44, 44, 43, 43, 42, 41, 44, 41, 43, 44]"
