Unnamed: 0,PERSON_ID,RANKINGS
11,1mRLYf0C1s78T6-uYWWdmQ_0000,"[36, 25, 40, 41, 32, 38, 30, 37, 34, 30, 31, 36, 32, 32, 31, 41, 35, 26, 36, 29, 27, 35, 33, 43, 34, 32, 36, 35, 40, 34, 30, 35, 31, 30, 35, 43, 46, 34, 31, 32, 38, 36, 36, 34, 40, 35, 44, 32, 34, 32]"
12,FzgdoU0pRGkJh8pUEC-9Kg_0000,"[8, 9, 7, 9, 10, 9, 9, 5, 6, 10, 9, 10, 10, 6, 6, 8, 7, 6, 9, 9, 9, 12, 8, 10, 7, 10, 9, 6, 6, 8, 9, 10, 5, 5, 11, 7, 5, 6, 8, 4, 10, 6, 8, 10, 12, 11, 10, 6, 8, 7]"
13,lB39dQ4kYnxOLBblN0f-kQ_0000,"[38, 42, 33, 30, 33, 36, 34, 32, 30, 41, 40, 31, 34, 38, 38, 30, 38, 29, 24, 35, 34, 31, 38, 37, 28, 35, 29, 36, 33, 35, 33, 29, 36, 33, 28, 31, 32, 37, 36, 36, 29, 32, 33, 37, 34, 37, 34, 35, 30, 34]"
14,NrRjB-mtqbOFecpw7PNcEQ_0000,"[41, 45, 37, 43, 43, 41, 42, 41, 37, 46, 39, 35, 45, 41, 42, 42, 42, 43, 41, 43, 41, 45, 43, 39, 36, 34, 38, 37, 39, 45, 37, 40, 44, 45, 40, 47, 35, 40, 39, 40, 40, 47, 39, 48, 39, 42, 43, 39, 40, 42]"
15,A1Dw6aFpIO7at0gqeBpcBw_0000,"[34, 33, 36, 37, 40, 42, 46, 38, 32, 44, 35, 41, 46, 39, 43, 39, 46, 38, 33, 37, 37, 38, 37, 45, 38, 37, 44, 39, 34, 37, 38, 37, 37, 39, 37, 27, 38, 38, 37, 42, 41, 37, 38, 38, 46, 38, 46, 46, 41, 38]"
16,eCFEhTyfWlI3x-7-AHCN6w_0000,"[21, 18, 10, 16, 18, 19, 20, 18, 16, 17, 19, 16, 16, 18, 19, 23, 16, 18, 20, 20, 20, 27, 18, 17, 15, 18, 20, 14, 22, 18, 17, 19, 14, 18, 18, 16, 22, 17, 18, 20, 18, 17, 23, 18, 22, 21, 18, 18, 17, 22]"
17,9zoBtoKFnqdFkt308ilYcg_0000,"[7, 6, 8, 8, 6, 6, 6, 6, 7, 6, 6, 4, 6, 8, 8, 5, 6, 7, 5, 6, 5, 5, 6, 6, 6, 6, 6, 7, 7, 4, 6, 5, 8, 6, 3, 5, 6, 7, 6, 8, 6, 7, 6, 5, 6, 6, 6, 8, 6, 9]"
18,1urYXtMGpWuK1lyVno04fg_0000,"[12, 11, 16, 15, 25, 13, 12, 11, 14, 21, 8, 21, 8, 27, 14, 10, 11, 21, 12, 12, 12, 17, 10, 19, 11, 11, 13, 11, 12, 11, 10, 12, 12, 10, 10, 13, 11, 15, 13, 12, 31, 13, 14, 12, 10, 9, 11, 21, 13, 12]"
19,DgEto6FM3XyZUpIGO-Jv4Q_0000,"[5, 7, 3, 5, 4, 3, 4, 4, 4, 4, 3, 3, 3, 4, 3, 2, 4, 4, 3, 5, 3, 3, 4, 2, 5, 3, 4, 4, 4, 5, 3, 4, 3, 4, 4, 3, 3, 2, 4, 5, 4, 3, 3, 6, 4, 3, 4, 4, 3, 3]"
20,69jexuO4aFQ8kstAVNu5iw_0000,"[24, 15, 25, 18, 11, 12, 22, 15, 29, 19, 14, 28, 28, 22, 18, 28, 19, 27, 23, 22, 18, 13, 14, 23, 17, 20, 12, 17, 23, 14, 21, 23, 24, 31, 27, 29, 13, 19, 15, 28, 26, 30, 20, 26, 28, 13, 33, 34, 29, 17]"
21,GJpRpmmaQyJdtxmMC6NlFA_0000,"[11, 13, 11, 12, 15, 15, 13, 12, 11, 23, 17, 14, 11, 11, 13, 12, 14, 11, 11, 11, 11, 11, 11, 14, 13, 12, 14, 12, 11, 20, 15, 11, 10, 13, 12, 11, 16, 14, 12, 11, 12, 10, 11, 16, 11, 12, 12, 11, 11, 11]"
22,VPHLuXH471Ggp5iB8ASy1g_0000,"[33, 32, 28, 31, 41, 33, 44, 40, 31, 42, 36, 42, 26, 34, 29, 37, 36, 39, 32, 38, 36, 37, 35, 33, 37, 38, 34, 33, 32, 27, 39, 34, 33, 37, 38, 33, 37, 35, 29, 33, 45, 35, 28, 36, 41, 34, 35, 37, 42, 39]"
23,tVFarO5ogVAgvJRih6KCWg_0000,"[35, 23, 29, 35, 28, 26, 28, 22, 18, 28, 30, 24, 25, 30, 24, 20, 23, 23, 35, 25, 26, 24, 31, 25, 30, 30, 21, 28, 31, 30, 28, 32, 21, 28, 23, 25, 19, 24, 22, 23, 36, 22, 32, 24, 20, 26, 26, 26, 22, 23]"
24,gav0ZHdg23pN6ZgEivKB3A_0000,"[19, 26, 30, 28, 20, 20, 21, 19, 26, 18, 18, 17, 15, 19, 28, 24, 29, 19, 30, 19, 21, 26, 27, 18, 23, 19, 24, 19, 25, 19, 18, 20, 13, 20, 19, 17, 23, 18, 26, 31, 19, 19, 34, 19, 23, 22, 17, 17, 28, 26]"
25,pgYjiruRsscHTPGQ4jYnpA_0000,"[30, 37, 24, 23, 24, 30, 35, 30, 21, 36, 34, 30, 30, 24, 35, 33, 25, 34, 18, 31, 32, 30, 25, 31, 42, 24, 32, 30, 16, 29, 32, 17, 30, 40, 30, 41, 27, 29, 34, 22, 22, 27, 30, 33, 31, 16, 21, 16, 26, 29]"
26,3JvKSFEKyORhHISIiLUJBg_0000,"[16, 29, 19, 17, 17, 23, 15, 17, 27, 22, 22, 20, 22, 13, 25, 27, 20, 31, 22, 18, 17, 19, 20, 15, 29, 21, 28, 18, 19, 15, 20, 22, 29, 15, 13, 19, 24, 20, 20, 16, 20, 18, 18, 27, 17, 30, 19, 14, 19, 20]"
27,HQBm5x0DFp-ula7PID6UXA_0000,"[26, 19, 23, 34, 29, 25, 29, 21, 33, 26, 29, 25, 24, 28, 30, 19, 22, 22, 28, 24, 24, 25, 32, 24, 32, 29, 22, 27, 30, 31, 27, 31, 19, 26, 24, 26, 18, 25, 23, 24, 35, 23, 25, 32, 26, 27, 27, 27, 21, 27]"
28,OgrHuXoawBExUKzEwR2jcg_0000,"[17, 17, 17, 11, 14, 14, 16, 13, 15, 14, 16, 15, 21, 20, 12, 16, 18, 15, 21, 17, 13, 10, 13, 13, 16, 14, 16, 25, 17, 16, 19, 18, 17, 14, 14, 20, 15, 13, 11, 13, 13, 15, 15, 15, 14, 24, 15, 13, 18, 14]"
29,3iYDBvASAyj4JfzR40oq1Q_0000,"[43, 46, 48, 40, 36, 40, 43, 43, 43, 45, 46, 37, 42, 40, 40, 43, 45, 42, 39, 42, 40, 46, 42, 38, 47, 43, 39, 43, 48, 46, 46, 47, 45, 46, 41, 44, 45, 39, 43, 48, 46, 44, 47, 47, 48, 41, 45, 40, 39, 46]"
30,-G8p28BYonCRfSeZLgHNag_0000,"[18, 20, 18, 13, 22, 29, 17, 25, 24, 24, 23, 19, 19, 25, 16, 17, 31, 16, 13, 16, 30, 20, 28, 21, 24, 23, 15, 22, 13, 32, 14, 26, 25, 12, 15, 40, 28, 27, 28, 15, 33, 12, 19, 21, 16, 19, 31, 20, 20, 21]"
31,RWk2-A2AXSNULeJYzbdB3Q_0000,"[3, 3, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 4, 2, 1, 1, 1, 1, 1, 2, 5, 1, 4, 1, 1, 1, 1, 1, 2, 6, 1, 2, 2, 1, 4, 2, 1, 1, 2, 1, 1, 2, 2, 1, 1, 2, 5]"
32,gfI42jq5QODPkK5HhjVcRA_0000,"[28, 28, 21, 20, 21, 27, 24, 24, 22, 13, 26, 13, 27, 21, 22, 25, 26, 14, 26, 30, 31, 22, 22, 29, 25, 25, 23, 24, 29, 28, 24, 25, 27, 23, 31, 32, 30, 22, 30, 29, 15, 26, 22, 23, 27, 33, 29, 24, 25, 19]"
33,LBn1Jlxvhb3B6ocZJxN3Hg_0000,"[42, 38, 41, 44, 44, 46, 36, 44, 46, 38, 44, 44, 39, 46, 34, 45, 33, 35, 44, 45, 43, 42, 45, 41, 46, 44, 46, 44, 42, 44, 44, 45, 40, 42, 49, 36, 44, 45, 44, 38, 23, 41, 42, 40, 35, 45, 39, 43, 46, 40]"
34,zMxeB09d7mBSMIKEzGTBvg_0000,"[31, 24, 22, 26, 30, 32, 27, 29, 19, 29, 28, 26, 33, 29, 32, 22, 21, 25, 29, 27, 28, 34, 30, 22, 31, 28, 27, 32, 26, 26, 26, 30, 20, 27, 33, 24, 34, 32, 24, 27, 34, 24, 26, 31, 25, 29, 25, 28, 32, 24]"
35,riPch0Vt2lFBxECPso4rjA_0000,"[20, 31, 31, 33, 16, 31, 18, 28, 28, 32, 25, 38, 20, 12, 15, 34, 32, 12, 31, 32, 29, 14, 29, 32, 20, 22, 19, 31, 15, 24, 16, 27, 28, 24, 26, 12, 25, 26, 21, 19, 30, 29, 12, 25, 19, 31, 32, 29, 12, 30]"
36,W3OBCHQ7ywKwj2OXeq12rQ_0000,"[22, 27, 27, 21, 19, 21, 19, 27, 25, 16, 24, 18, 14, 17, 27, 14, 17, 17, 19, 21, 22, 29, 17, 16, 19, 17, 33, 20, 27, 25, 22, 21, 16, 19, 21, 15, 21, 16, 17, 26, 17, 21, 24, 20, 21, 20, 16, 19, 16, 25]"
37,QeRo0W1KCGLz9raVaWHWbA_0000,"[47, 48, 43, 47, 47, 47, 48, 47, 44, 48, 48, 47, 47, 47, 47, 48, 47, 49, 47, 48, 48, 47, 47, 47, 43, 47, 43, 48, 47, 47, 47, 41, 47, 48, 44, 39, 47, 47, 47, 45, 47, 43, 44, 44, 43, 47, 47, 47, 43, 47]"
38,d9Af6SD7vOEBaVByZ3q0vw_0000,"[39, 35, 42, 38, 39, 34, 41, 42, 42, 34, 42, 39, 36, 42, 46, 36, 44, 46, 43, 40, 46, 40, 41, 35, 41, 41, 42, 40, 41, 40, 42, 42, 46, 36, 43, 46, 41, 43, 42, 44, 43, 46, 45, 42, 44, 40, 41, 42, 37, 43]"
39,etE2ZFvDjqFYf1ArZBrVdA_0000,"[37, 43, 38, 36, 35, 37, 31, 36, 39, 27, 32, 27, 44, 31, 41, 21, 34, 44, 37, 26, 25, 36, 34, 44, 35, 31, 35, 38, 38, 36, 29, 39, 35, 29, 34, 28, 36, 33, 35, 35, 37, 33, 37, 35, 33, 28, 28, 30, 33, 31]"
40,K8OGajay4tLd4lcKypZgbg_0000,"[45, 36, 46, 39, 37, 35, 40, 33, 41, 33, 41, 40, 37, 43, 45, 35, 43, 45, 42, 41, 39, 41, 40, 34, 40, 40, 41, 41, 45, 39, 41, 43, 39, 35, 42, 45, 40, 42, 41, 43, 42, 45, 46, 43, 45, 39, 40, 41, 36, 44]"
41,uRv7RmwB505r7tJdS-PqCQ_0000,"[32, 34, 34, 32, 42, 43, 45, 39, 38, 43, 37, 43, 43, 35, 44, 38, 41, 40, 40, 39, 45, 33, 36, 46, 39, 39, 40, 34, 35, 38, 40, 38, 43, 38, 36, 38, 29, 36, 38, 37, 44, 42, 29, 30, 42, 43, 36, 38, 44, 41]"
42,qgwYs0hYYdL46b6SOzrPVQ_0000,"[6, 5, 6, 6, 7, 7, 7, 9, 9, 9, 11, 8, 7, 10, 9, 7, 8, 8, 7, 8, 10, 6, 7, 8, 8, 8, 7, 9, 8, 9, 5, 7, 7, 11, 7, 10, 9, 8, 9, 9, 8, 9, 9, 8, 8, 7, 7, 9, 7, 6]"
43,gIdOQBzJOuw38LORRIAvaQ_0000,"[50, 50, 50, 50, 49, 50, 50, 50, 49, 50, 50, 50, 50, 50, 50, 50, 50, 47, 50, 50, 49, 50, 50, 49, 50, 49, 50, 50, 50, 50, 48, 50, 50, 49, 50, 50, 49, 50, 50, 47, 50, 50, 49, 50, 49, 50, 50, 50, 50, 50]"
44,YmtrLJotVNZj7BZnZTnmhQ_0000,"[27, 30, 35, 22, 31, 28, 32, 35, 35, 35, 33, 33, 31, 33, 33, 31, 28, 30, 34, 33, 35, 32, 26, 28, 26, 33, 26, 26, 36, 33, 36, 33, 34, 25, 32, 34, 33, 31, 32, 34, 27, 34, 35, 29, 32, 32, 30, 33, 35, 35]"
45,LsvQvXYp1WpUqPROY3Aq7Q_0000,"[9, 4, 12, 7, 9, 10, 8, 10, 10, 8, 10, 9, 12, 9, 10, 11, 9, 9, 10, 10, 7, 9, 12, 9, 9, 9, 10, 10, 10, 10, 12, 6, 9, 7, 8, 9, 8, 10, 10, 6, 7, 11, 10, 9, 7, 10, 9, 10, 10, 8]"
46,9uGcuG6OkDpEU9AwPA89qw_0000,"[4, 2, 4, 3, 5, 5, 5, 3, 3, 5, 5, 6, 4, 5, 5, 3, 3, 5, 4, 4, 8, 4, 5, 4, 4, 5, 3, 5, 5, 3, 4, 3, 4, 8, 9, 4, 7, 5, 3, 3, 5, 5, 5, 4, 5, 5, 5, 5, 4, 4]"
47,NfTUWy7CNBmIl5AnK7O9fQ_0000,"[46, 40, 44, 45, 46, 44, 38, 46, 45, 37, 43, 46, 40, 44, 36, 44, 39, 36, 46, 44, 42, 44, 44, 42, 44, 46, 47, 45, 44, 43, 43, 44, 41, 43, 48, 37, 42, 46, 46, 41, 25, 39, 43, 39, 37, 46, 37, 45, 47, 45]"
48,Truyb9riNOVOuPhTyEVzZw_0000,"[1, 1, 2, 2, 2, 1, 2, 1, 2, 2, 1, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 1, 1, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 1, 1, 2, 1, 1, 2, 2, 1, 2, 2, 1, 1, 2, 2, 1, 1]"
49,A65yI51apjnT5EUoEVgIWg_0000,"[2, 8, 5, 4, 3, 4, 3, 8, 5, 3, 4, 7, 5, 3, 4, 6, 5, 3, 8, 3, 4, 8, 3, 3, 3, 2, 8, 3, 3, 7, 8, 9, 1, 3, 5, 8, 4, 3, 5, 7, 3, 4, 4, 3, 3, 4, 3, 3, 5, 2]"
